Reporting Area,MMWR Year,MMWR Week,"Pertussis, Current week 2021","Pertussis, Previous 52 weeks Max","Pertussis, Cum 2020","Pertussis, Cum 2019"
NEW MEXICO,2020,26,,9,43,62
EAST NORTH CENTRAL,2020,26,,125,964,1202
TENNESSEE,2020,26,,14,75,93
CONNECTICUT,2020,26,,5,4,24
MARYLAND,2020,26,,6,22,41
SOUTH CAROLINA,2020,26,,10,11,117
OKLAHOMA,2020,26,,10,,
NORTHERN MARIANA ISLANDS,2020,26,,0,,
OHIO,2020,26,,51,433,387
MINNESOTA,2020,26,,15,62,203
LOUISIANA,2020,26,,4,24,50
HAWAII,2020,26,,4,13,16
SOUTH ATLANTIC,2020,26,4,83,642,794
PENNSYLVANIA,2020,26,,50,354,183
UTAH,2020,26,,15,48,186
COLORADO,2020,26,,21,172,253
VERMONT,2020,26,,5,11,13
KENTUCKY,2020,26,1,14,51,90
PUERTO RICO,2020,26,,0,,
MAINE,2020,26,,13,28,251
VIRGINIA,2020,26,1,43,75,86
ARIZONA,2020,26,,27,299,181
AMERICAN SAMOA,2020,26,,0,,
WISCONSIN,2020,26,,42,100,225
IDAHO,2020,26,,17,55,68
U.S. VIRGIN ISLANDS,2020,26,,0,,
MICHIGAN,2020,26,,21,91,212
GEORGIA,2020,26,3,13,165,146
NEW YORK CITY,2020,26,,15,45,71
ARKANSAS,2020,26,,5,34,
MISSISSIPPI,2020,26,,3,8,27
SOUTH DAKOTA,2020,26,,8,2,91
WYOMING,2020,26,,4,11,18
MISSOURI,2020,26,,19,113,152
MIDDLE ATLANTIC,2020,26,,84,521,672
CALIFORNIA,2020,26,,48,328,1109
WEST VIRGINIA,2020,26,,5,19,12
FLORIDA,2020,26,,22,198,181
MONTANA,2020,26,,16,37,389
WEST NORTH CENTRAL,2020,26,,46,262,682
MASSACHUSETTS,2020,26,,16,41,121
MOUNTAIN,2020,26,,63,672,1194
INDIANA,2020,26,,11,33,108
NON-US RESIDENTS,2020,26,,0,,
US TERRITORIES,2020,26,,2,,1
TOTAL,2020,31,9,459,4443,8839
TOTAL,2020,42,5,1113,5006,13464
US RESIDENTS,2020,42,5,1113,5006,13455
NEW HAMPSHIRE,2020,42,,2,4,44
NEW YORK,2020,42,,31,142,531
CONNECTICUT,2020,32,,4,4,42
PACIFIC,2020,42,,672,964,3010
WEST SOUTH CENTRAL,2020,42,,137,252,1061
NEBRASKA,2020,42,,11,53,136
EAST SOUTH CENTRAL,2020,42,1,24,293,595
NORTH DAKOTA,2020,42,,9,17,21
NEVADA,2020,42,,6,13,52
ILLINOIS,2020,42,,46,327,576
IOWA,2020,42,,13,23,191
TEXAS,2020,42,,132,183,851
ALASKA,2020,42,,3,12,32
DISTRICT OF COLUMBIA,2020,42,,4,9,21
WASHINGTON,2020,42,,597,229,
NEW ENGLAND,2020,42,,24,95,715
RHODE ISLAND,2020,42,,8,4,14
OREGON,2020,42,,20,125,276
DELAWARE,2020,42,,3,13,6
ALABAMA,2020,42,,14,147,217
MAINE,2020,32,,13,28,288
KANSAS,2020,42,,14,,118
NORTH CAROLINA,2020,42,,20,182,365
GUAM,2020,42,,0,,9
NEW JERSEY,2020,42,,21,7,340
NEW MEXICO,2020,42,,8,55,117
VERMONT,2020,32,,5,11,15
EAST NORTH CENTRAL,2020,42,,125,1013,2148
TENNESSEE,2020,42,,9,82,167
CONNECTICUT,2020,42,,1,4,60
MARYLAND,2020,42,1,6,32,68
SOUTH CAROLINA,2020,42,,7,11,190
OKLAHOMA,2020,42,,2,,29
NORTHERN MARIANA ISLANDS,2020,42,,0,,
OHIO,2020,42,,51,463,649
MINNESOTA,2020,42,,13,12,384
LOUISIANA,2020,42,,4,31,71
HAWAII,2020,42,,5,14,26
SOUTH ATLANTIC,2020,42,3,86,758,1464
PENNSYLVANIA,2020,42,,50,386,357
UTAH,2020,42,,12,110,329
COLORADO,2020,42,1,17,202,377
US RESIDENTS,2020,31,9,459,4443,8836
NEW HAMPSHIRE,2020,31,,2,4,37
NEW YORK,2020,31,,31,127,333
PACIFIC,2020,31,,67,590,1665
WEST SOUTH CENTRAL,2020,31,,120,244,593
NEBRASKA,2020,31,,11,51,93
EAST SOUTH CENTRAL,2020,31,,28,277,420
NORTH DAKOTA,2020,31,,7,16,7
NEVADA,2020,31,,6,7,40
ILLINOIS,2020,31,,46,319,334
IOWA,2020,31,,13,23,142
TEXAS,2020,31,,119,182,527
ALASKA,2020,31,,3,7,22
DISTRICT OF COLUMBIA,2020,31,,4,9,11
WASHINGTON,2020,31,,32,224,326
NEW ENGLAND,2020,31,,28,92,535
TOTAL,2020,27,9,460,4559,7580
US RESIDENTS,2020,27,9,460,4559,7579
NEW HAMPSHIRE,2020,27,,3,4,37
NEW YORK,2020,27,,31,125,281
PACIFIC,2020,27,,96,877,1568
WEST SOUTH CENTRAL,2020,27,1,118,205,469
NEBRASKA,2020,27,,11,48,74
EAST SOUTH CENTRAL,2020,27,1,28,258,348
NORTH DAKOTA,2020,27,,7,16,3
NEVADA,2020,27,,6,7,37
ILLINOIS,2020,27,,46,315,286
IOWA,2020,27,,13,21,120
TEXAS,2020,27,,117,146,418
ALASKA,2020,27,,3,7,21
DISTRICT OF COLUMBIA,2020,27,,4,9,10
WASHINGTON,2020,27,,32,221,281
NEW ENGLAND,2020,27,,28,91,470
RHODE ISLAND,2020,27,,8,3,6
OREGON,2020,27,,42,306,163
DELAWARE,2020,27,,3,13,3
ALABAMA,2020,27,,14,123,121
KANSAS,2020,27,,0,,46
NORTH CAROLINA,2020,27,,20,139,214
GUAM,2020,27,,2,,1
RHODE ISLAND,2020,31,,8,4,6
OREGON,2020,31,,20,12,202
DELAWARE,2020,31,,3,13,4
ALABAMA,2020,31,,14,140,147
KANSAS,2020,31,,0,,46
NORTH CAROLINA,2020,31,,20,152,257
NEW JERSEY,2020,27,,11,,150
NEW MEXICO,2020,27,,9,43,63
EAST NORTH CENTRAL,2020,27,3,125,1000,1256
TENNESSEE,2020,27,,14,75,99
CONNECTICUT,2020,27,,5,4,27
MARYLAND,2020,27,,6,22,41
SOUTH CAROLINA,2020,27,,10,11,122
OKLAHOMA,2020,27,,10,,
NORTHERN MARIANA ISLANDS,2020,27,,0,,
OHIO,2020,27,3,51,443,394
MINNESOTA,2020,27,,15,62,211
LOUISIANA,2020,27,1,4,25,51
HAWAII,2020,27,,4,13,16
SOUTH ATLANTIC,2020,27,,83,663,839
PENNSYLVANIA,2020,27,,50,355,187
UTAH,2020,27,,15,48,194
COLORADO,2020,27,1,21,173,258
VERMONT,2020,27,,5,11,13
KENTUCKY,2020,27,1,14,52,98
PUERTO RICO,2020,27,,0,,
MAINE,2020,27,,13,28,256
VIRGINIA,2020,27,,43,76,92
ARIZONA,2020,27,3,27,304,187
AMERICAN SAMOA,2020,27,,0,,
WISCONSIN,2020,27,,42,118,232
IDAHO,2020,27,,17,55,77
U.S. VIRGIN ISLANDS,2020,27,,0,,
MICHIGAN,2020,27,,21,91,227
GEORGIA,2020,27,,13,173,152
NEW YORK CITY,2020,27,,15,45,76
ARKANSAS,2020,27,,5,34,
MISSISSIPPI,2020,27,,3,8,30
SOUTH DAKOTA,2020,27,,8,2,93
WYOMING,2020,27,,4,11,18
MISSOURI,2020,27,,19,113,156
MIDDLE ATLANTIC,2020,27,,84,525,694
CALIFORNIA,2020,27,,48,330,1087
WEST VIRGINIA,2020,27,,5,21,12
FLORIDA,2020,27,,22,199,193
MONTANA,2020,27,,16,37,398
WEST NORTH CENTRAL,2020,27,,38,262,703
MASSACHUSETTS,2020,27,,16,41,131
MOUNTAIN,2020,27,4,63,678,1232
INDIANA,2020,27,,11,33,117
NON-US RESIDENTS,2020,27,,0,,
US TERRITORIES,2020,27,,2,,1
GUAM,2020,31,,2,,3
NEW JERSEY,2020,31,,11,,169
NEW MEXICO,2020,31,,9,44,73
EAST NORTH CENTRAL,2020,31,1,125,1027,1511
TENNESSEE,2020,31,,9,76,123
CONNECTICUT,2020,31,,4,4,39
MARYLAND,2020,31,,6,26,45
SOUTH CAROLINA,2020,31,,10,11,144
OKLAHOMA,2020,31,,10,,11
NORTHERN MARIANA ISLANDS,2020,31,,0,,
OHIO,2020,31,,51,449,467
MINNESOTA,2020,31,,13,74,249
LOUISIANA,2020,31,,4,28,55
HAWAII,2020,31,,4,14,17
SOUTH ATLANTIC,2020,31,2,82,693,1028
PENNSYLVANIA,2020,31,1,50,366,237
UTAH,2020,31,,15,48,215
COLORADO,2020,31,3,21,183,317
VERMONT,2020,31,,5,11,15
KENTUCKY,2020,31,,14,53,119
PUERTO RICO,2020,31,,0,,
MAINE,2020,31,,13,28,280
VIRGINIA,2020,31,,43,77,119
ARIZONA,2020,31,2,27,313,215
AMERICAN SAMOA,2020,31,,0,,
WISCONSIN,2020,31,1,24,121,297
IDAHO,2020,31,,17,59,105
U.S. VIRGIN ISLANDS,2020,31,,0,,
MICHIGAN,2020,31,,21,92,270
GEORGIA,2020,31,,13,181,188
NEW YORK CITY,2020,31,,15,46,102
ARKANSAS,2020,31,,5,34,
MISSISSIPPI,2020,31,,3,8,31
SOUTH DAKOTA,2020,31,,8,2,101
WYOMING,2020,31,,4,11,21
MISSOURI,2020,31,,19,113,197
MIDDLE ATLANTIC,2020,31,1,84,539,841
CALIFORNIA,2020,31,,41,333,1098
WEST VIRGINIA,2020,31,,4,21,21
FLORIDA,2020,31,2,22,203,239
MONTANA,2020,31,,13,37,422
WEST NORTH CENTRAL,2020,31,,37,279,835
MASSACHUSETTS,2020,31,,16,41,158
MOUNTAIN,2020,31,5,63,702,1408
INDIANA,2020,31,,11,46,143
NON-US RESIDENTS,2020,31,,0,,
US TERRITORIES,2020,31,,2,,3
VERMONT,2020,42,,5,11,27
KENTUCKY,2020,42,1,14,55,164
PUERTO RICO,2020,42,,0,,
MAINE,2020,42,,12,28,339
VIRGINIA,2020,42,,43,86,189
ARIZONA,2020,42,,27,330,286
AMERICAN SAMOA,2020,42,,0,,
WISCONSIN,2020,42,,22,121,373
IDAHO,2020,42,,17,59,161
U.S. VIRGIN ISLANDS,2020,42,,0,,
MICHIGAN,2020,42,,21,97,380
GEORGIA,2020,42,1,14,195,273
NEW YORK CITY,2020,42,,8,55,179
ARKANSAS,2020,42,,6,38,110
TOTAL,2020,28,12,460,4594,7934
US RESIDENTS,2020,28,12,460,4594,7932
NEW HAMPSHIRE,2020,28,,2,4,37
NEW YORK,2020,28,1,31,126,290
PACIFIC,2020,28,,96,881,1590
WEST SOUTH CENTRAL,2020,28,,118,205,514
NEBRASKA,2020,28,2,11,50,81
EAST SOUTH CENTRAL,2020,28,,28,260,366
NORTH DAKOTA,2020,28,,7,16,3
NEVADA,2020,28,,6,7,37
ILLINOIS,2020,28,,46,315,299
IOWA,2020,28,,13,21,124
TEXAS,2020,28,,117,146,463
ALASKA,2020,28,,3,7,21
DISTRICT OF COLUMBIA,2020,28,,4,9,10
WASHINGTON,2020,28,,32,223,294
NEW ENGLAND,2020,28,,28,91,479
RHODE ISLAND,2020,28,,8,3,6
OREGON,2020,28,,42,306,172
DELAWARE,2020,28,,3,13,3
ALABAMA,2020,28,,14,124,126
KANSAS,2020,28,,0,,46
NORTH CAROLINA,2020,28,,20,139,225
MISSISSIPPI,2020,42,,2,9,47
SOUTH DAKOTA,2020,42,,8,3,123
WYOMING,2020,42,,4,11,27
MISSOURI,2020,42,,19,113,264
MIDDLE ATLANTIC,2020,42,,100,590,1407
CALIFORNIA,2020,42,,63,584,2676
GUAM,2020,28,,2,,2
NEW JERSEY,2020,28,,11,,153
NEW MEXICO,2020,28,,9,43,67
EAST NORTH CENTRAL,2020,28,3,125,1009,1348
TENNESSEE,2020,28,,14,76,102
CONNECTICUT,2020,28,,5,4,28
MARYLAND,2020,28,1,6,26,42
SOUTH CAROLINA,2020,28,,10,11,126
OKLAHOMA,2020,28,,10,,
NORTHERN MARIANA ISLANDS,2020,28,,0,,
OHIO,2020,28,3,51,446,416
MINNESOTA,2020,28,,15,62,226
LOUISIANA,2020,28,,4,25,51
HAWAII,2020,28,,4,13,16
SOUTH ATLANTIC,2020,28,2,83,668,884
PENNSYLVANIA,2020,28,,50,355,198
UTAH,2020,28,,15,48,199
COLORADO,2020,28,4,21,177,274
VERMONT,2020,28,,5,11,13
KENTUCKY,2020,28,,14,52,107
PUERTO RICO,2020,28,,0,,
MAINE,2020,28,,13,28,261
VIRGINIA,2020,28,,43,76,100
ARIZONA,2020,28,,27,308,194
AMERICAN SAMOA,2020,28,,0,,
WISCONSIN,2020,28,,42,118,274
IDAHO,2020,28,,17,59,87
U.S. VIRGIN ISLANDS,2020,28,,0,,
MICHIGAN,2020,28,,21,91,237
GEORGIA,2020,28,,13,173,158
NEW YORK CITY,2020,28,,15,45,79
ARKANSAS,2020,28,,5,34,
MISSISSIPPI,2020,28,,3,8,31
SOUTH DAKOTA,2020,28,,8,2,94
WYOMING,2020,28,,4,11,18
MISSOURI,2020,28,,19,113,167
MIDDLE ATLANTIC,2020,28,1,84,526,720
CALIFORNIA,2020,28,,48,332,1087
WEST VIRGINIA,2020,28,,5,21,12
FLORIDA,2020,28,1,22,200,208
MONTANA,2020,28,,16,37,414
WEST NORTH CENTRAL,2020,28,2,38,264,741
MASSACHUSETTS,2020,28,,16,41,134
MOUNTAIN,2020,28,4,63,690,1290
INDIANA,2020,28,,11,39,122
NON-US RESIDENTS,2020,28,,0,,
US TERRITORIES,2020,28,,2,,2
TOTAL,2020,35,3,455,4632,9872
GUAM,2020,35,,2,,6
NORTHERN MARIANA ISLANDS,2020,35,,0,,
PUERTO RICO,2020,35,,0,,
U.S. VIRGIN ISLANDS,2020,35,,0,,
NON-US RESIDENTS,2020,35,,0,,
WEST NORTH CENTRAL,2020,36,,37,297,970
MASSACHUSETTS,2020,36,,14,44,192
MOUNTAIN,2020,36,2,64,774,1607
INDIANA,2020,36,,7,4,160
NON-US RESIDENTS,2020,36,,0,,
US TERRITORIES,2020,36,,2,,6
WEST VIRGINIA,2020,42,,4,21,30
FLORIDA,2020,42,1,22,209,322
MONTANA,2020,42,,9,40,469
WEST NORTH CENTRAL,2020,42,,63,221,1237
MASSACHUSETTS,2020,42,,14,44,231
MOUNTAIN,2020,42,1,67,820,1818
INDIANA,2020,42,,7,5,170
NON-US RESIDENTS,2020,42,,0,,
US TERRITORIES,2020,42,,0,,9
NEW HAMPSHIRE,2020,37,,2,4,42
NEW YORK,2020,37,,31,128,432
NEBRASKA,2020,37,,11,51,121
NORTH DAKOTA,2020,37,,7,16,15
ILLINOIS,2020,37,,46,322,431
US RESIDENTS,2020,35,3,455,4632,9866
NEW HAMPSHIRE,2020,35,,2,4,40
NEW YORK,2020,35,,31,128,398
PACIFIC,2020,35,,76,700,1720
WEST SOUTH CENTRAL,2020,35,,120,248,725
NEBRASKA,2020,35,,11,51,107
EAST SOUTH CENTRAL,2020,35,,24,283,509
NORTH DAKOTA,2020,35,,7,16,14
NEVADA,2020,35,,6,9,42
ILLINOIS,2020,35,,46,320,395
IOWA,2020,35,,13,23,162
TEXAS,2020,35,,119,182,648
ALASKA,2020,35,,3,8,27
DISTRICT OF COLUMBIA,2020,35,,4,9,18
WASHINGTON,2020,35,,32,225,370
NEW ENGLAND,2020,35,,24,92,614
RHODE ISLAND,2020,35,,8,4,8
OREGON,2020,35,,20,103,223
DELAWARE,2020,35,,3,13,5
ALABAMA,2020,35,,14,144,186
KANSAS,2020,35,,0,,46
NORTH CAROLINA,2020,35,,20,152,297
NEW JERSEY,2020,35,,11,,190
US RESIDENTS,2020,29,8,441,4308,7134
NEW ENGLAND,2020,29,,28,91,492
NEW HAMPSHIRE,2020,29,,2,4,37
RHODE ISLAND,2020,29,,8,3,6
NEW YORK,2020,29,1,31,127,300
ILLINOIS,2020,29,,46,316,307
IOWA,2020,29,,13,21,130
KANSAS,2020,29,,0,,46
NEBRASKA,2020,29,1,11,51,84
NORTH DAKOTA,2020,29,,7,16,4
DELAWARE,2020,29,,3,13,3
DISTRICT OF COLUMBIA,2020,29,,4,9,11
EAST SOUTH CENTRAL,2020,29,,28,273,392
ALABAMA,2020,29,,14,136,134
WEST SOUTH CENTRAL,2020,29,,118,208,536
TEXAS,2020,29,,117,146,483
NEVADA,2020,29,,6,7,38
PACIFIC,2020,29,,65,549,530
ALASKA,2020,29,,3,7,21
OREGON,2020,29,,42,306,188
WASHINGTON,2020,29,,32,223,304
TOTAL,2020,29,8,441,4308,7136
NEW MEXICO,2020,35,,8,50,96
EAST NORTH CENTRAL,2020,35,,122,990,1577
TENNESSEE,2020,35,,9,78,148
CONNECTICUT,2020,35,,4,4,49
MARYLAND,2020,35,,6,30,51
SOUTH CAROLINA,2020,35,,10,11,166
OKLAHOMA,2020,35,,10,,14
OHIO,2020,35,,51,455,535
MINNESOTA,2020,35,,14,88,278
LOUISIANA,2020,35,,4,28,63
HAWAII,2020,35,,4,14,22
SOUTH ATLANTIC,2020,35,1,82,703,1225
PENNSYLVANIA,2020,35,1,50,379,275
UTAH,2020,35,1,16,97,268
COLORADO,2020,35,,17,190,313
VERMONT,2020,35,,5,11,20
KENTUCKY,2020,35,,14,53,136
MAINE,2020,35,,12,28,311
VIRGINIA,2020,35,1,43,81,158
ARIZONA,2020,35,,27,314,242
AMERICAN SAMOA,2020,35,,0,,
WISCONSIN,2020,35,,24,121,335
IDAHO,2020,35,,17,59,126
MICHIGAN,2020,35,,21,94,312
GEORGIA,2020,35,,13,183,222
NEW YORK CITY,2020,35,,15,49,130
ARKANSAS,2020,35,,5,38,
MISSISSIPPI,2020,35,,2,8,39
SOUTH DAKOTA,2020,35,,8,2,109
WYOMING,2020,35,,4,11,23
MISSOURI,2020,35,,19,113,224
MIDDLE ATLANTIC,2020,35,1,84,556,993
CALIFORNIA,2020,35,,35,350,1078
WEST VIRGINIA,2020,35,,4,21,24
FLORIDA,2020,35,,22,203,284
MONTANA,2020,35,,9,37,453
WEST NORTH CENTRAL,2020,35,,37,293,940
MASSACHUSETTS,2020,35,,14,41,186
MOUNTAIN,2020,35,1,64,767,1563
INDIANA,2020,35,,2,,
US TERRITORIES,2020,35,,2,,6
US RESIDENTS,2020,37,1,469,4620,10963
INDIANA,2020,29,,11,43,127
US TERRITORIES,2020,29,,2,,2
NON-US RESIDENTS,2020,29,,0,,
US RESIDENTS,2020,32,12,419,4359,8608
NEW HAMPSHIRE,2020,32,,2,4,38
NEW YORK,2020,32,1,31,128,346
TOTAL,2020,36,5,464,4685,10693
PACIFIC,2020,36,,76,701,2117
WEST SOUTH CENTRAL,2020,36,,120,248,754
NEVADA,2020,36,,6,9,44
TEXAS,2020,36,,119,182,675
ALASKA,2020,36,,3,8,28
WASHINGTON,2020,36,,32,225,382
OREGON,2020,36,,20,104,241
GUAM,2020,36,,2,,6
NEW MEXICO,2020,36,,8,50,100
NEW ENGLAND,2020,32,,26,92,556
MASSACHUSETTS,2020,32,,14,41,167
RHODE ISLAND,2020,32,,8,4,6
MIDDLE ATLANTIC,2020,32,1,84,543,879
NEW JERSEY,2020,32,,11,,174
NEW YORK CITY,2020,32,,15,48,108
TENNESSEE,2020,36,,9,78,151
OKLAHOMA,2020,36,,10,,14
AMERICAN SAMOA,2020,36,,0,,
TOTAL,2020,43,7,1122,5054,13961
US RESIDENTS,2020,43,7,1121,5050,13819
NEW HAMPSHIRE,2020,43,,2,4,44
US RESIDENTS,2020,36,5,464,4685,10687
NEW HAMPSHIRE,2020,36,,2,4,41
NEW YORK,2020,36,,31,128,413
NEBRASKA,2020,36,,11,51,115
EAST SOUTH CENTRAL,2020,36,,24,283,522
NORTH DAKOTA,2020,36,,7,16,14
ILLINOIS,2020,36,,46,321,416
IOWA,2020,36,,13,23,167
DISTRICT OF COLUMBIA,2020,36,,4,9,18
NEW ENGLAND,2020,36,,24,95,631
RHODE ISLAND,2020,36,,8,4,8
DELAWARE,2020,36,,3,13,6
ALABAMA,2020,36,,14,144,190
KANSAS,2020,36,,0,,46
NORTH CAROLINA,2020,36,,20,173,304
NEW JERSEY,2020,36,,11,,193
EAST NORTH CENTRAL,2020,36,,126,996,1795
CONNECTICUT,2020,36,,4,4,53
MARYLAND,2020,36,,6,31,55
SOUTH CAROLINA,2020,36,,10,11,176
NORTHERN MARIANA ISLANDS,2020,36,,0,,
OHIO,2020,36,,51,455,557
MINNESOTA,2020,36,,14,92,284
LOUISIANA,2020,36,,4,28,65
PENNSYLVANIA,2020,32,,50,367,251
EAST NORTH CENTRAL,2020,32,3,125,1031,1575
ILLINOIS,2020,32,,46,319,349
INDIANA,2020,32,,7,46,146
MICHIGAN,2020,32,,21,93,288
OHIO,2020,32,3,51,452,485
WISCONSIN,2020,32,,24,121,307
WEST NORTH CENTRAL,2020,32,,37,279,868
IOWA,2020,32,,13,23,148
KANSAS,2020,32,,0,,46
MINNESOTA,2020,32,,13,74,259
MISSOURI,2020,32,,19,113,206
NEBRASKA,2020,32,,11,51,97
NORTH DAKOTA,2020,32,,7,16,9
SOUTH DAKOTA,2020,32,,8,2,103
SOUTH ATLANTIC,2020,32,,82,693,1073
DELAWARE,2020,32,,3,13,4
DISTRICT OF COLUMBIA,2020,32,,4,9,13
FLORIDA,2020,32,,22,203,249
GEORGIA,2020,32,,13,181,192
MARYLAND,2020,32,,6,26,46
NORTH CAROLINA,2020,32,,20,152,273
SOUTH CAROLINA,2020,32,,10,11,148
VIRGINIA,2020,32,,43,77,126
WEST VIRGINIA,2020,32,,4,21,22
EAST SOUTH CENTRAL,2020,32,,28,278,443
ALABAMA,2020,32,,14,140,158
KENTUCKY,2020,32,,14,53,125
MISSISSIPPI,2020,32,,3,8,33
TENNESSEE,2020,32,,9,77,127
WEST SOUTH CENTRAL,2020,32,1,11,65,70
ARKANSAS,2020,32,1,5,37,
LOUISIANA,2020,32,,4,28,59
OKLAHOMA,2020,32,,10,,11
TEXAS,2020,32,,0,,
MOUNTAIN,2020,32,5,63,713,1458
ARIZONA,2020,32,,27,314,222
COLORADO,2020,32,5,21,188,326
IDAHO,2020,32,,17,59,110
MONTANA,2020,32,,13,37,429
NEVADA,2020,32,,6,8,40
NEW MEXICO,2020,32,,9,46,82
UTAH,2020,32,,15,50,227
WYOMING,2020,32,,4,11,22
PACIFIC,2020,32,2,75,665,1686
ALASKA,2020,32,1,3,8,23
CALIFORNIA,2020,32,,40,333,1104
HAWAII,2020,32,,4,14,17
OREGON,2020,32,1,20,86,206
WASHINGTON,2020,32,,32,224,336
US TERRITORIES,2020,32,,2,,4
AMERICAN SAMOA,2020,32,,0,,
NORTHERN MARIANA ISLANDS,2020,32,,0,,
GUAM,2020,32,,2,,4
PUERTO RICO,2020,32,,0,,
U.S. VIRGIN ISLANDS,2020,32,,0,,
NON-US RESIDENTS,2020,32,,0,,
TOTAL,2020,32,12,419,4359,8612
NEW YORK,2020,43,,31,142,546
PACIFIC,2020,43,,672,966,3079
WEST SOUTH CENTRAL,2020,43,,137,258,1094
NEBRASKA,2020,43,1,11,54,139
EAST SOUTH CENTRAL,2020,43,1,24,294,603
NORTH DAKOTA,2020,43,,9,17,24
NEVADA,2020,43,,6,13,56
ILLINOIS,2020,43,,46,327,609
IOWA,2020,43,,9,23,195
TEXAS,2020,43,,132,189,881
ALASKA,2020,43,,3,12,33
DISTRICT OF COLUMBIA,2020,43,,4,9,25
WASHINGTON,2020,43,,597,229,
NEW ENGLAND,2020,43,,24,95,728
RHODE ISLAND,2020,43,,8,4,14
OREGON,2020,43,,20,127,285
DELAWARE,2020,43,,3,13,6
ALABAMA,2020,43,,14,147,219
KANSAS,2020,43,,14,,126
NORTH CAROLINA,2020,43,,20,184,380
GUAM,2020,43,,0,,9
NEW JERSEY,2020,43,,21,7,348
NEW MEXICO,2020,43,,8,56,124
EAST NORTH CENTRAL,2020,43,2,125,1016,2241
TENNESSEE,2020,43,,9,82,171
CONNECTICUT,2020,43,,1,4,60
MARYLAND,2020,43,,6,32,70
SOUTH CAROLINA,2020,43,,7,11,191
OKLAHOMA,2020,43,,2,,31
NORTHERN MARIANA ISLANDS,2020,43,,0,,
OHIO,2020,43,2,51,465,666
MINNESOTA,2020,43,,13,22,392
LOUISIANA,2020,43,,4,31,72
HAWAII,2020,43,,5,14,29
SOUTH ATLANTIC,2020,43,,86,761,1500
PENNSYLVANIA,2020,43,1,50,392,369
UTAH,2020,43,,12,110,335
COLORADO,2020,43,2,17,204,384
VERMONT,2020,43,,5,11,28
KENTUCKY,2020,43,1,14,56,166
PUERTO RICO,2020,43,,5,4,133
MAINE,2020,43,,12,28,344
VIRGINIA,2020,43,,43,86,196
ARIZONA,2020,43,,27,332,294
AMERICAN SAMOA,2020,43,,0,,
WISCONSIN,2020,43,,22,121,388
IDAHO,2020,43,,17,59,165
U.S. VIRGIN ISLANDS,2020,43,,0,,
MICHIGAN,2020,43,,21,97,398
GEORGIA,2020,43,,14,195,275
NEW YORK CITY,2020,43,,8,56,187
ARKANSAS,2020,43,,6,38,110
MISSISSIPPI,2020,43,,2,9,47
SOUTH DAKOTA,2020,43,,8,3,124
WYOMING,2020,43,,4,11,27
MISSOURI,2020,43,,22,119,270
MIDDLE ATLANTIC,2020,43,1,100,597,1450
CALIFORNIA,2020,43,,63,584,2732
WEST VIRGINIA,2020,43,,3,21,30
FLORIDA,2020,43,,22,210,327
MONTANA,2020,43,,9,40,469
TOTAL,2020,33,4,461,4562,9462
US RESIDENTS,2020,33,4,461,4562,9458
NEW HAMPSHIRE,2020,33,,2,4,38
NEW YORK,2020,33,,31,128,363
PACIFIC,2020,33,1,75,671,1691
WEST SOUTH CENTRAL,2020,33,,120,247,655
NEBRASKA,2020,33,,11,51,101
EAST SOUTH CENTRAL,2020,33,,28,279,471
NORTH DAKOTA,2020,33,,7,16,11
NEVADA,2020,33,,6,8,41
ILLINOIS,2020,33,,46,320,359
IOWA,2020,33,,13,23,154
TEXAS,2020,33,,119,182,583
ALASKA,2020,33,,3,8,25
DISTRICT OF COLUMBIA,2020,33,,4,9,15
WASHINGTON,2020,33,,32,224,350
NEW ENGLAND,2020,33,,26,92,582
RHODE ISLAND,2020,33,,8,4,7
OREGON,2020,33,1,20,88,210
DELAWARE,2020,33,,3,13,4
ALABAMA,2020,33,,14,141,172
KANSAS,2020,33,,0,,46
NORTH CAROLINA,2020,33,,20,152,282
GUAM,2020,33,,2,,4
NEW JERSEY,2020,33,,11,,184
NEW MEXICO,2020,33,,8,46,83
EAST NORTH CENTRAL,2020,33,3,125,1036,1624
TENNESSEE,2020,33,,9,77,136
CONNECTICUT,2020,33,,4,4,43
MARYLAND,2020,33,,6,27,47
SOUTH CAROLINA,2020,33,,10,11,154
OKLAHOMA,2020,33,,10,,12
AMERICAN SAMOA,2020,33,,0,,
WEST NORTH CENTRAL,2020,43,1,64,238,1270
MASSACHUSETTS,2020,43,,14,44,238
MOUNTAIN,2020,43,2,67,825,1854
INDIANA,2020,43,,7,6,180
NON-US RESIDENTS,2020,43,,0,,
US TERRITORIES,2020,43,,5,4,142
NORTHERN MARIANA ISLANDS,2020,33,,0,,
OHIO,2020,33,3,51,455,507
MINNESOTA,2020,33,,13,74,265
LOUISIANA,2020,33,,4,28,60
HAWAII,2020,33,,4,14,18
SOUTH ATLANTIC,2020,33,,82,697,1121
PENNSYLVANIA,2020,33,,50,368,257
UTAH,2020,33,,15,54,242
COLORADO,2020,33,,21,188,333
VERMONT,2020,33,,5,11,16
KENTUCKY,2020,33,,14,53,127
PUERTO RICO,2020,33,,0,,
MAINE,2020,33,,13,28,301
VIRGINIA,2020,33,,43,79,135
ARIZONA,2020,33,,27,314,226
WISCONSIN,2020,33,,24,121,311
IDAHO,2020,33,,17,59,119
U.S. VIRGIN ISLANDS,2020,33,,0,,
MICHIGAN,2020,33,,21,94,300
GEORGIA,2020,33,,13,182,202
